name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Cartago, costa rica",2019-03-23,27.4,18.1,22.4,27.8,18.1,22.5,14,59.4,6.919,100,4.17,rain,,,53.6,31.7,92.1,1016.5,41.5,11,270.6,23.3,10,,2019-03-23T05:37:13,2019-03-23T17:45:31,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-03-24,26.5,18.9,22.4,26.5,18.9,22.4,14.7,62.2,0.982,100,8.33,rain,,,46.4,27.7,101.7,1014.4,49,10.9,271.1,23.4,10,,2019-03-24T05:36:38,2019-03-24T17:45:29,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-03-25,26,19,22.3,26,19,22.3,16.1,68.4,5.133,100,8.33,rain,,,53.6,33.5,117,1011.5,43,10.6,180.2,15.4,7,,2019-03-25T05:36:04,2019-03-25T17:45:28,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-03-26,27.3,19.7,22.9,27.8,19.7,23,15,61.2,0.446,100,4.17,rain,,,57.6,39.8,96.9,1011.6,34.7,11,200.7,17.5,8,,2019-03-26T05:35:29,2019-03-26T17:45:26,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-03-27,26.6,19.7,22.4,26.6,19.7,22.4,14.6,61.5,0.491,100,8.33,rain,,,63,42.9,92.9,1011.7,36,11.1,188.3,16.2,9,,2019-03-27T05:34:55,2019-03-27T17:45:24,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"MRLM,78767099999,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-03-28,27.9,19.4,23.2,28.1,19.4,23.2,14.4,58.4,0,0,0,,,,53.6,31.7,98.8,1013.3,65,11,257.8,22.2,9,,2019-03-28T05:34:20,2019-03-28T17:45:22,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-03-29,27.8,19,23,28.4,19,23.2,16,65,0,0,0,,,,51.8,26.1,73.7,1012.1,48.4,11.1,253.4,21.9,10,,2019-03-29T05:33:46,2019-03-29T17:45:21,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-03-30,28.9,19.2,23.5,29.5,19.2,23.6,16.7,66.3,2.589,100,8.33,rain,,,42.5,24.1,96.3,1012.1,35.8,11.1,232.9,20,9,,2019-03-30T05:33:12,2019-03-30T17:45:19,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-03-31,30.1,19.8,24.1,30.1,19.8,24.1,15.9,61.7,0.647,100,4.17,rain,,,38.9,22.3,104.2,1010.6,56.7,11.1,251.9,21.6,10,,2019-03-31T05:32:37,2019-03-31T17:45:17,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-01,29.4,19,24,29.9,19,24.2,16.3,62.9,0,0,0,,,,44.6,22.3,79,1012.1,52.7,11,232.2,20.1,10,,2019-04-01T05:32:03,2019-04-01T17:45:16,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-02,29.4,19.4,24.2,29.5,19.4,24.2,15.6,59.7,0,0,0,,,,53.6,27,97.2,1012.9,60.3,11.2,272.9,23.4,10,,2019-04-02T05:31:29,2019-04-02T17:45:14,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-03,28.4,20.5,24.3,28.4,20.5,24.3,14.8,56.3,0.134,100,4.17,rain,,,64.8,34,90.9,1014,37.4,11,249.1,21.4,9,,2019-04-03T05:30:56,2019-04-03T17:45:13,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-04,28.4,20.7,23.7,28.9,20.7,23.8,15.3,59.7,1.339,100,4.17,rain,,,53.6,31.7,101.9,1012.9,61.7,11.2,215.8,18.4,7,,2019-04-04T05:30:22,2019-04-04T17:45:12,1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-05,26.1,19,22.3,26.1,19,22.3,15.1,64,0.067,100,4.17,rain,,,40.7,29.7,106.2,1011.4,66.7,11.8,117.6,10.1,4,,2019-04-05T05:29:49,2019-04-05T17:45:10,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-06,29,19,23,29.4,19,23.1,17,70.1,0.491,100,8.33,rain,,,37.1,23.6,84.5,1012.1,44.4,11,205.5,17.8,9,,2019-04-06T05:29:16,2019-04-06T17:45:09,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"MRLM,78767099999,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-07,28.3,19,23.2,29.3,19,23.4,17.6,71.5,0.669,100,8.33,rain,,,,21.6,101.9,1012.2,41.5,11,265.4,22.8,10,,2019-04-07T05:28:43,2019-04-07T17:45:09,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"MRLM,78767099999,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-08,29.8,19.4,24,30.3,19.4,24.2,17.5,68.3,6.245,100,4.17,rain,,,,22.3,86.5,1010.9,54.5,10.8,207.2,18,9,,2019-04-08T05:28:10,2019-04-08T17:45:08,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-09,29.7,20,23.8,31.2,20,24.1,18,70.9,44.869,100,4.17,rain,,,,22.3,61.2,1011.5,57.1,11,164.8,14.2,8,,2019-04-09T05:27:38,2019-04-09T17:45:08,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-10,29.2,19.6,23.6,30,19.6,23.8,18.7,75.6,0.022,100,4.17,rain,,,,31.2,140.1,1010.7,50.5,10.7,220.4,19,9,,2019-04-10T05:27:06,2019-04-10T17:45:07,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-11,28,18.7,23.2,29,18.7,23.4,18.8,77.3,0.223,100,4.17,rain,,,,14.8,312.7,1011.3,74.6,10.3,156.8,13.6,7,,2019-04-11T05:26:34,2019-04-11T17:45:07,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-12,29.2,17,24,31.2,17,24.5,19,75.2,0.134,100,4.17,rain,,,,20.1,134.4,1010.8,47.8,10.3,278.9,24.1,10,,2019-04-12T05:26:03,2019-04-12T17:45:07,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-13,30.7,19.2,24.5,31.5,19.2,24.9,19.1,73.7,0,0,0,,,,,18.9,111,1009.3,41.6,10.8,291.6,25.2,10,,2019-04-13T05:25:32,2019-04-13T17:45:08,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-14,29.6,20,24.7,31.7,20,25.2,19.6,74.7,5.959,100,12.5,rain,,,31.7,16.7,107.9,1010.3,54.6,10.6,258.3,22.4,10,,2019-04-14T05:25:01,2019-04-14T17:45:08,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-15,29.9,20.9,25,30.2,20.9,25.1,16.8,61.4,0,0,0,,,,46.4,27.7,82.5,1011,53.8,11,283,24.4,10,,2019-04-15T05:24:31,2019-04-15T17:45:09,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-16,27.7,20.1,23.8,28.4,20.1,23.9,16.4,63.8,1.786,100,8.33,rain,,,58.4,38.4,97.7,1011.6,49.4,11,117.6,10.1,4,,2019-04-16T05:24:02,2019-04-16T17:45:11,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-17,29.1,19.7,23.9,29.3,19.7,24,16,62.1,0.089,100,4.17,rain,,,37.1,38.5,101.6,1012.2,53.6,11.1,282.4,24.4,10,,2019-04-17T05:23:32,2019-04-17T17:45:12,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-18,28,20.4,23,29,20.4,23.1,18.1,75,5.334,100,4.17,rain,,,,27.4,102.7,1009.8,59.6,11,216.3,18.4,10,,2019-04-18T05:23:04,2019-04-18T17:45:14,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-19,29.7,19.2,24,30.8,19.2,24.4,18.6,72.7,0.022,100,4.17,rain,,,,18,152.9,1012.2,58.5,11,223.8,19.4,10,,2019-04-19T05:22:35,2019-04-19T17:45:16,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-20,28.2,21.5,24.6,28.5,21.5,24.8,15.4,56.8,0,0,0,,,,50,29.1,80.7,1013.1,67.6,11.1,261.5,22.5,10,,2019-04-20T05:22:07,2019-04-20T17:45:19,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-21,27.8,19.9,23.2,28.5,19.9,23.3,14.5,58.3,0.045,100,4.17,rain,,,53.6,28.2,102.7,1012.8,55.9,11.1,282.7,24.5,10,,2019-04-21T05:21:40,2019-04-21T17:45:21,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MRLM,78767099999,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-22,26,19.2,22.6,26,19.2,22.6,15.4,64,1.429,100,12.5,rain,,,53.6,29.6,107.4,1012.5,51.2,10.9,106.5,9.2,5,,2019-04-22T05:21:13,2019-04-22T17:45:24,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-23,28.2,19,23.4,28.6,19,23.5,15.3,60.9,0,0,0,,,,46.4,26,92.6,1011.2,61.9,11,266.7,23,8,,2019-04-23T05:20:47,2019-04-23T17:45:28,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-24,28.9,19.5,23.5,29.7,19.5,23.6,15.8,62.6,0.312,100,4.17,rain,,,,31.1,89.9,1011.3,41.8,11.1,263.2,22.9,10,,2019-04-24T05:20:22,2019-04-24T17:45:32,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-25,29.2,18,23.8,30.8,18,24.2,17.3,67.8,0,0,0,,,,37.1,18,176.4,1010.9,53.7,11.1,173.3,14.8,6,,2019-04-25T05:19:57,2019-04-25T17:45:36,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-26,29.7,18.6,24.5,31,18.6,24.9,18.1,68.7,0.201,100,4.17,rain,,,46.4,25.9,106.8,1012.3,41.7,11.2,266.8,23.1,10,,2019-04-26T05:19:32,2019-04-26T17:45:40,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-27,29.2,20.9,24.6,29.8,20.9,24.8,17.1,63.9,0,0,0,,,,37.1,22.3,105.1,1010.5,54.4,10.9,226.2,19.6,8,,2019-04-27T05:19:08,2019-04-27T17:45:45,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-28,30,21.9,25.1,30.8,21.9,25.5,17.6,63.7,0,0,0,,,,48.2,26.9,98.2,1009.2,47.1,11.1,238.5,20.6,10,,2019-04-28T05:18:45,2019-04-28T17:45:51,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-29,27.1,22.1,24.3,28.3,22.1,24.4,18.2,69,52.161,100,12.5,rain,,,50,28.5,100.7,1011.1,50.3,10.3,98.5,8.7,4,,2019-04-29T05:18:22,2019-04-29T17:45:56,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-04-30,29,20.7,24.5,30.3,20.7,24.8,17.9,66.8,2.031,100,12.5,rain,,,51.6,28.6,99.6,1010.1,52.3,11.1,192.3,16.6,9,,2019-04-30T05:18:01,2019-04-30T17:46:02,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-01,28.5,21.1,24.4,29.9,21.1,24.7,18.2,68.7,8.705,100,8.33,rain,,,50,26.7,104.7,1010.6,52.5,10.7,208.8,17.9,9,,2019-05-01T05:17:39,2019-05-01T17:46:09,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-02,27.8,21.6,24.6,29.2,21.6,24.8,19,71.2,1.138,100,8.33,rain,,,,25.9,101.3,1010.5,47.5,11,114.9,10,7,,2019-05-02T05:17:19,2019-05-02T17:46:15,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-03,29.6,20.9,25.2,30.6,20.9,25.5,18.5,67,0.223,100,4.17,rain,,,50,31.7,91.6,1009.8,63.8,11.1,146.9,12.7,8,,2019-05-03T05:16:59,2019-05-03T17:46:23,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-04,28.8,20.4,24.9,30.7,20.4,25.4,19.1,71,44.85,100,8.33,rain,,,,22.6,67,1009.1,69.3,10.9,225.7,19.5,9,,2019-05-04T05:16:40,2019-05-04T17:46:30,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-05,30.2,20.4,24.9,32.1,20.4,25.3,19.5,72.9,1.323,100,4.17,rain,,,,19.3,50.6,1008.2,54.4,11,224.4,19.4,9,,2019-05-05T05:16:21,2019-05-05T17:46:38,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-06,28.4,21,25,30.4,21,25.6,19.6,72.3,4.687,100,8.33,rain,,,50,31.9,81.7,1009.7,52.5,11,143,12.4,7,,2019-05-06T05:16:04,2019-05-06T17:46:47,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-07,26.2,20.9,24.1,26.2,20.9,24.1,19.2,74.1,7.187,100,12.5,rain,,,42.5,19.3,114.7,1010.9,51.1,10.8,77.5,6.8,3,,2019-05-07T05:15:47,2019-05-07T17:46:55,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-08,26,21,22.9,26,21,22.9,19.3,80.3,7.955,100,12.5,rain,,,,22.4,84.2,1010.6,70,10.5,77.3,6.5,3,,2019-05-08T05:15:30,2019-05-08T17:47:05,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-09,27.5,19.3,22.6,28.9,19.3,22.7,19.3,82.2,4.863,100,8.33,rain,,,,15.7,23,1010.6,69.7,11.1,152.5,13.3,8,,2019-05-09T05:15:15,2019-05-09T17:47:14,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-10,27.3,19.6,22.7,28.6,19.6,22.8,19.9,85,7.92,100,8.33,rain,,,,14.6,18.6,1011.3,58.3,10.6,126.3,10.9,6,,2019-05-10T05:15:00,2019-05-10T17:47:24,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-11,29.1,19.7,23.4,30.3,19.7,23.6,19.6,81.1,0,0,0,,,,,19.8,287.9,1011.8,60,10.3,180.7,15.7,8,,2019-05-11T05:14:46,2019-05-11T17:47:34,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-12,28.5,19.7,23.2,31,19.7,23.6,19.9,83.2,12.043,100,4.17,rain,,,,19.4,346.3,1010.5,57.4,10.6,173,14.8,10,,2019-05-12T05:14:33,2019-05-12T17:47:45,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-13,28.8,19,23.2,30.2,19,23.5,19.8,82.5,21.674,100,12.5,rain,,,,19.7,31.4,1010.9,60.1,10.7,212.6,18.4,10,,2019-05-13T05:14:20,2019-05-13T17:47:56,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-14,27.2,19.8,23.1,29.5,19.8,23.4,20.2,84.4,4.578,100,8.33,rain,,,,16.9,297.3,1012.2,65.5,9.8,172.5,14.8,8,,2019-05-14T05:14:09,2019-05-14T17:48:08,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-15,28.5,19.3,22.9,31.5,19.3,23.4,20.2,85.5,10.304,100,8.33,rain,,,,21,7.6,1012.2,63.9,9.6,182.7,15.7,9,,2019-05-15T05:13:58,2019-05-15T17:48:19,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-16,29.2,19,22.8,31.1,19,23.1,19.3,82.2,46.203,100,8.33,rain,,,48.2,24,25,1012.4,69.7,10.2,185.3,16,8,,2019-05-16T05:13:48,2019-05-16T17:48:32,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-17,28.6,19,22.8,29.9,19,23,19.2,81.5,7.012,100,4.17,rain,,,,25,93.2,1010.9,70.2,10.6,138.4,11.8,6,,2019-05-17T05:13:38,2019-05-17T17:48:44,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-18,27.5,19.6,22.3,28.6,19.6,22.5,19.6,85.5,14.194,100,12.5,rain,,,,16.6,42.6,1010.6,61.7,10.6,161.9,14.1,8,,2019-05-18T05:13:30,2019-05-18T17:48:57,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,F2558,78762099999,MRPV"
"Cartago, costa rica",2019-05-19,27.6,19.3,22.8,29.5,19.3,23.1,19.6,82.7,18.272,100,12.5,rain,,,37.1,18.5,295.9,1009.6,64.9,10.7,192.8,16.6,8,,2019-05-19T05:13:22,2019-05-19T17:49:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-20,26.1,19.4,22.8,26.1,19.4,22.8,19.9,84.5,83.986,100,8.33,rain,,,,20,309,1010.5,66.8,10.4,150.4,13,7,,2019-05-20T05:13:15,2019-05-20T17:49:23,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-21,27,19.4,22.2,28.7,19.4,22.3,20,88.5,16.473,100,12.5,rain,,,,17.2,285.7,1011.1,64.8,9.7,179.1,15.4,8,,2019-05-21T05:13:09,2019-05-21T17:49:37,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-22,24.4,19.4,21.5,24.4,19.4,21.5,19.8,89.9,15.807,100,12.5,rain,,,,16.7,285,1012.8,65.6,10,141.1,12.1,7,,2019-05-22T05:13:03,2019-05-22T17:49:51,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,remote,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-23,27.7,20,23,29.7,20,23.2,20.2,85.5,1.97,100,8.33,rain,,,,22.8,253.3,1011.2,62.6,10.9,176.9,15.4,7,,2019-05-23T05:12:59,2019-05-23T17:50:05,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-24,26,19.9,22,26,19.9,22,20.2,89.5,41.824,100,16.67,rain,,,,15.2,301.5,1012.1,65.7,10.6,114.2,9.9,6,,2019-05-24T05:12:55,2019-05-24T17:50:20,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-25,27,19,22.3,28.7,19,22.3,19.7,86.2,2.26,100,8.33,rain,,,,23.7,287.8,1011.3,64.6,10.2,145.5,12.6,6,,2019-05-25T05:12:52,2019-05-25T17:50:34,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-26,25.9,19.9,22.3,25.9,19.9,22.3,20.3,89,13.792,100,8.33,rain,,,,16.4,299.2,1011.6,66.3,9.6,155.1,13.5,7,,2019-05-26T05:12:49,2019-05-26T17:50:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-27,23,20,21.1,23,20,21.1,19.9,92.9,24.357,100,12.5,rain,,,,16.4,330.1,1010.9,64.2,9.6,63,5.5,3,,2019-05-27T05:12:48,2019-05-27T17:51:04,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-28,25.9,18,21.6,25.9,18,21.6,19.6,89.1,19.253,100,12.5,rain,,,,19.3,295,1011.7,66.6,10.5,168,14.6,8,,2019-05-28T05:12:47,2019-05-28T17:51:20,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-29,25.7,19,22.3,25.7,19,22.3,19.6,85.5,20.266,100,12.5,rain,,,,17.3,303.5,1013.2,55.5,10.3,180.8,15.6,7,,2019-05-29T05:12:47,2019-05-29T17:51:35,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2019-05-30,27.9,19.4,22.3,29.8,19.4,22.5,19.8,87,11.576,100,4.17,rain,,,35.3,16.4,33.9,1013.5,62.6,10,136.9,11.9,8,,2019-05-30T05:12:47,2019-05-30T17:51:51,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,3FFA5,E1517,78764099999,MROC,78762099999,MRPV"
