;;Lluvia (mm);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Año;Mes;Día 1;Día 2;Día 3;Día 4;Día 5;Día 6;Día 7;Día 8;Día 9;Día 10;Día 11;Día 12;Día 13;Día 14;Día 15;Día 16;Día 17;Día 18;Día 19;Día 20;Día 21;Día 22;Día 23;Día 24;Día 25;Día 26;Día 27;Día 28;Día 29;Día 30;Día 31
2017;12;0.6;0;0.3;8.8;10.9;0.6;10.3;9.7;30.8;89.7;39.2;9.4;0.6;0.9;0.3;2;0.3;1.7;2.9;6.6;3;1.8;5.2;0.8;4.3;0;0.3;0.3;1.4;7.7;6.1
2018;1;0;7.6;43.4;3.7;8.4;12;37.3;1.1;0;0.3;0.3;0;41.4;102.4;68.3;3;15.3;38.3;18.3;5.1;4.9;0.3;5.8;2.8;1.1;0.6;0.3;0;0;1.6;22.6
2018;2;4.3;0.6;0.3;0;0;0;0;0.3;0;9.8;0.3;7.7;1.4;0;1.3;3.4;0.3;0;0;0;6.3;4.9;1.5;2.8;0.3;0;2.2;0;-;-;-
2018;3;0;0;0;0;0;0;0;0.5;2;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0;0
2018;4;0;0;0;0;2.3;3.1;1.3;0.5;0.5;0.5;0;2.5;24.6;0.3;0.3;0;0.3;0.3;2.4;0.8;1.4;0;0.6;0.3;2.1;0;15.7;0.3;0.3;5.6;-
2018;5;0;0;0;0;2.4;0.6;1.3;0.3;0;0;0.6;9.3;11.7;0.6;0;0.3;4.7;7.3;3;19.4;14.1;12.1;22.9;0.8;14.3;28;1.8;15.6;27.3;6.8;24.1
2018;6;0.6;5.1;15.2;11.5;2.1;2.8;0.8;1.2;5.8;28.4;4.8;16.8;25.8;13;11.8;1.2;7.6;1;4.6;19.6;0;1.2;21.8;7.6;4.2;11.4;5.6;17.4;8.8;1.6;-
2018;7;8;2.6;11.8;1;12.6;2.8;8.8;1.2;1.2;6.6;13;0;72;60.4;23;12.4;5.2;18;5;9.4;19.8;13.2;4.6;0.2;19.2;2.2;23;0.2;0.2;8.6;0.2
2018;8;20;34;0.2;0;0;4;0.6;1.4;3.8;1.8;36.4;1.8;0.2;9;0;1.6;3;0.2;1.6;0.4;2.6;17;3.8;6.4;0.4;1;3.2;0.6;2.2;9;0.2
2018;9;1.6;0.2;0.4;0;39;7.6;52.8;13;4.6;10.2;0.4;0.2;0.2;0.2;3;0;0.4;0.4;0.6;2.8;0.2;1.8;7.8;2.6;0.6;11;0.4;20.8;15;46.6;-
2018;10;8.4;10.2;2.8;18;26;0;0;0;0;0;31.4;10.8;14.8;6.6;23;10.8;36;0.6;0.4;16.8;2.2;0.4;0;0.4;1.8;2;0.4;16.2;8.2;0;0
2018;11;0;4.8;1;18.4;2.2;0.2;0;0;0;0.4;2.6;17.8;10.4;6.8;3;2.8;2;2.4;9.6;10.6;11.4;6.4;0.4;0;0;0;5.2;0.4;0.4;0.2;-
2018;12;0;0;0;0.2;0;1.8;5;0.2;0;0;0;0;0;0;1.4;0;0;0;0;0;7.2;11.2;1.6;0.2;0.2;0.2;0;0;0;0;0
2019;1;0;0.8;0;0;0;0;0;0.8;0;0.6;0.6;0;0;0;0;0;0;0;0;0.2;0.4;0;0;0;0;0.2;0;0;0;0;0
2019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.8;3;0.4;1;-;-;-
2019;3;0;0;0;0.8;0.4;0.2;0.6;0;0;0;0.8;0;0;0;0;1.6;6.6;0.4;0;3.4;0.8;0.4;0;0;0;0;0.4;0;0;0;0
2019;4;0;0;0;0;0;0.8;7;3.2;8.8;8.4;0;0.2;0;0;0;0;0;5.6;0.4;0.2;0;0.2;0;0;0;0;0;0.6;17;1;-
2019;5;0.4;1;4;0.6;0;3.8;7;29.2;1;0.6;1.8;24.6;1;0.2;11.8;2.4;4.4;18;26.8;20.4;7.8;2.6;5.6;9.2;21;7.2;8.2;21.2;21.2;6.6;15.8
2019;6;0.4;0.2;0.2;0.4;0;5.8;1;11;0.4;2;2.6;13.8;7;1.8;0.4;0.2;0;0.4;0.6;17.4;0;0.2;4;4.8;1.6;1.4;12;3.8;3.4;0.6;-
2019;7;1;0.8;23.2;1.8;0;0;5;14.8;1.4;0.8;0;5;1.2;25.4;3.6;0;0.2;17.2;3;0.6;0.2;12.4;2.8;0.2;8.8;8.4;0.8;4;0.2;0;0
2019;8;0;0.2;0;0.2;0.2;8.6;26.4;0.4;0;2;0.8;9.8;6.4;31;2.4;6.8;18.2;16.2;9.8;0.2;0.2;0.4;0;0;2;0.6;0;0.8;7.8;3;0.2
2019;9;0.2;0.2;0;0.4;3.2;1;10.4;0.2;0;0;0.6;16.8;0.8;0;14;2;0.4;0.2;3.2;10.2;11.8;7.8;25.8;11.4;0.4;0;24.2;9.6;0.2;0.2;-
2019;10;9.6;3.8;0.2;0.2;0;6.6;0.4;0.2;2.4;35.2;8.2;23;2.8;32;3.4;0.4;0;8.4;2.2;19.8;4.2;24.6;0.8;15.4;32.6;11;0.2;20.6;0.2;9.4;0.4
